OBJECTID,ID,signal_ID,personal_ID,Date,year_month,site,plot,day,position,component,management,season,net_flux,gross_emission,gross_uptake,CO2_flux,ST,WFPS,BD,NH4,NO3,mineral_N,MIN_CO2,MBN,MBC,nirK,nirS,nosZI,nosZII
90,0,W_AF_r3_1m,W_AF_r3_1m,2018-09-25T00:00:00,2018_9,W,W p10,172,b_1m,b_crop_row,W_agro,c_fall,0.0267,0.5166,0.0407,0.5558,11.6,44.69,0.93,1.5302,8.6488,10.179,18.3141417776178,37.9,544.94339620111,610212511.75,65432547.31,83367321.29,100262023.38
91,0,W_AF_r3_7m,W_AF_r3_7m,2018-09-25T00:00:00,2018_9,W,W p11,172,c_7m,b_crop_row,W_agro,c_fall,0.0047,0.1724,0.1206,0.5571,11.2,46.66,0.97,0.2331,13.4035,13.6366,24.477831628074,44.3,412.708268350258,489106195.75,72657260.87,117487325.89,118232533.11
92,0,W_AF_r3_24m,W_AF_r3_24m,2018-09-25T00:00:00,2018_9,W,W p12,172,d_24m,b_crop_row,W_agro,c_fall,0.4262,0.8299,0.2212,0.551,12.2,46.38,1.07,0.8192,9.9748,10.794,19.5898366606171,52.9,414.280150365894,496279641.64,51445394.92,91481146.14,90500442.22
93,0,W_AF_r4_T,W_AF_r4_T,2018-09-25T00:00:00,2018_9,W,W p13,172,a_tree,a_tree_row,W_agro,c_fall,-0.0511,0.0511,0.068,0.5995,12.1,44.19,1.1,2.6796,0.9853,3.6649,6.11326105087573,124.4,828.31700180534,1903921858.03,202253769.09,239073046.87,218174950.61
94,0,W_AF_r4_1m,W_AF_r4_1m,2018-09-25T00:00:00,2018_9,W,W p14,172,b_1m,b_crop_row,W_agro,c_fall,0.0248,0.0755,0.0279,0.5248,12,41.02,1.05,0.8524,7.6099,8.4623,16.1248094512195,48.4,355.030638727359,607261406.86,75363445.39,99316674.82,82791819.71
95,0,W_AF_r4_7m,W_AF_r4_7m,2018-09-25T00:00:00,2018_9,W,W p15,172,c_7m,b_crop_row,W_agro,c_fall,0.0324,0.2061,0.1188,0.413,11.1,42.66,1.11,0.6171,6.7086,7.3257,17.7377723970944,37.5,288.940087455563,528795938.82,75121321.84,122459779.99,123068886.16
96,0,W_AF_r4_24m,W_AF_r4_24m,2018-09-25T00:00:00,2018_9,W,W p16,172,d_24m,b_crop_row,W_agro,c_fall,0.52,0.5927,0,0.5029,11.1,45.21,1.09,0.9177,9.61,10.5277,20.9339828991847,48.9,364.787794362214,568789960.54,54298830.71,75840760.22,65241004.09
97,0,W_C_r1,W_C_r1,2018-09-25T00:00:00,2018_9,W,W p17,172,e_C,c_mono,W_c_mono,c_fall,0.5083,0.6331,0.0582,0.4433,11.3,48.08,1.03,0.8073,9.5604,10.3677,23.387547935935,34.7,90.2414542680935,481366805.12,68725927.9,125969381.11,80098092.54
98,0,W_C_r2,W_C_r2,2018-09-25T00:00:00,2018_9,W,W p18,172,e_C,c_mono,W_c_mono,c_fall,0.1871,0.2688,0.0416,0.4852,12,44.86,1.06,0.5658,10.0461,10.6119,21.871187139324,49.2,408.903054986113,525400519.98,67874765.82,142861714.42,86621024.67
99,0,W_C_r3,W_C_r3,2018-09-25T00:00:00,2018_9,W,W p19,172,e_C,c_mono,W_c_mono,c_fall,0.1641,0.3929,0.1493,0.6155,12.1,44.4,1.08,0.8049,9.5975,10.4024,16.9007311129163,44.9,83.860450324755,636297873.96,62851521.8,108134891.5,79165396.78
100,0,W_C_r4,W_C_r4,2018-09-25T00:00:00,2018_9,W,W p20,172,e_C,c_mono,W_c_mono,c_fall,0.3743,0.4774,0.0513,0.6594,12.5,47.77,1.02,1.1309,13.6799,14.8108,22.461025174401,34.2,371.233825885401,323945172.67,36841910.8,84182813.53,75922790.45
101,0,W_AF_r1_T,W_AF_r1_T,2018-10-25T00:00:00,2018_10,W,W p1,202,a_tree,a_tree_row,W_agro,c_fall,-0.0209,0.1217,0.1017,0.2434,12.2,45.21,0.97,1.4879,3.4295,4.9174,20.202958093673,,,956618016.34,551052.52,89428879.71,92888163.03
102,0,W_AF_r1_1m,W_AF_r1_1m,2018-10-25T00:00:00,2018_10,W,W p2,202,b_1m,b_crop_row,W_agro,c_fall,-0.0015,0.2724,0.1972,0.1943,12.15,44.65,0.89,0.1409,24.1041,24.245,124.781266083376,,,732277637.7,77079358.37,62671291.57,99289199.08
103,0,W_AF_r1_7m,W_AF_r1_7m,2018-10-25T00:00:00,2018_10,W,W p3,202,c_7m,b_crop_row,W_agro,c_fall,-0.0047,0.1337,0.1057,0.1682,11.95,52.98,1.06,0.1834,24.3648,24.5481,145.945897740785,,,447291030,60351785.17,49024689.95,85119988.41
104,0,W_AF_r1_24m,W_AF_r1_24m,2018-10-25T00:00:00,2018_10,W,W p4,202,d_24m,b_crop_row,W_agro,c_fall,-0.017,0.3786,0.2989,0.1583,12,51.64,1.11,0.1829,19.2226,19.4055,122.586860391661,,,867274996.94,63074772.27,56000578.71,47442542.05
105,0,W_AF_r2_T,W_AF_r2_T,2018-10-25T00:00:00,2018_10,W,W p5,202,a_tree,a_tree_row,W_agro,c_fall,-0.0383,0.0085,0.0086,0.2545,12.25,35.65,1.04,1.3703,0.831,2.2013,8.64950884086444,,,559817075.29,82380415.4,60672399.98,46283993.7
106,0,W_AF_r2_1m,W_AF_r2_1m,2018-10-25T00:00:00,2018_10,W,W p6,202,b_1m,b_crop_row,W_agro,c_fall,-0.0228,0.1543,0.1316,0.1845,12,54.48,1.08,1.1241,26.9302,28.0543,152.055826558266,,,659795487.09,31977118.49,69802195.15,100128148.84
107,0,W_AF_r2_7m,W_AF_r2_7m,2018-10-25T00:00:00,2018_10,W,W p7,202,c_7m,b_crop_row,W_agro,c_fall,-0.0256,0.0845,0.0747,0.1805,11.95,52.73,1.1,0.6504,15.8973,16.5478,91.6775623268698,,,378793032.6,29312329.8,35629202.55,59256241.93
108,0,W_AF_r2_24m,W_AF_r2_24m,2018-10-25T00:00:00,2018_10,W,W p8,202,d_24m,b_crop_row,W_agro,c_fall,-0.0107,0.0487,0.0311,0.1704,12.15,52.03,1.05,0.7278,21.647,22.3747,131.306924882629,,,447023370.96,50689361.64,50196718.62,50451799.93
109,0,W_AF_r3_T,W_AF_r3_T,2018-10-25T00:00:00,2018_10,W,W p9,202,a_tree,a_tree_row,W_agro,c_fall,-0.0222,0.0156,0.0179,0.229,12.25,42.78,0.96,1.0246,4.5664,5.5911,24.4152838427948,,,2101389796.88,36273520.78,76059037.21,121337629.94
110,0,W_AF_r3_1m,W_AF_r3_1m,2018-10-25T00:00:00,2018_10,W,W p10,202,b_1m,b_crop_row,W_agro,c_fall,0.018,0.2826,0.1579,0.2563,12.25,48.47,1.13,0.279,25.6823,25.9612,101.292235661334,,,260738444.59,58377456.11,41399200.82,90679651.02
111,0,W_AF_r3_7m,W_AF_r3_7m,2018-10-25T00:00:00,2018_10,W,W p11,202,c_7m,b_crop_row,W_agro,c_fall,0.0066,0.0605,0.0312,0.205,12.35,49.19,1.03,0.0889,20.8387,20.9277,102.086341463415,,,471534093.04,29911639.35,52920460.66,92247555.01
112,0,W_AF_r3_24m,W_AF_r3_24m,2018-10-25T00:00:00,2018_10,W,W p12,202,d_24m,b_crop_row,W_agro,c_fall,-0.0146,0.2315,0.1765,0.2084,12.6,48.75,1.06,0.1124,26.1472,26.2596,126.00575815739,,,308882888.94,27328266.22,56412650.41,82795754.93
113,0,W_AF_r4_T,W_AF_r4_T,2018-10-25T00:00:00,2018_10,W,W p13,202,a_tree,a_tree_row,W_agro,c_fall,-0.0253,0.0167,0.0282,0.3018,12.75,42.91,1.07,0.441,0.5847,1.0257,3.3986083499006,,,865141846.17,44501598.24,80023268.99,95658187.77
114,0,W_AF_r4_1m,W_AF_r4_1m,2018-10-25T00:00:00,2018_10,W,W p14,202,b_1m,b_crop_row,W_agro,c_fall,-0.0061,0.183,0.1403,0.2294,12.55,47.62,1.21,0.3979,15.9491,16.347,71.2598081952921,,,369116810.3,49650398.72,46658023.77,61673707.74
115,0,W_AF_r4_7m,W_AF_r4_7m,2018-10-25T00:00:00,2018_10,W,W p15,202,c_7m,b_crop_row,W_agro,c_fall,0.0133,0.0532,0.0177,0.1949,12.6,44.82,1.16,0.3239,19.8832,20.207,103.678809645972,,,327359614.55,18994313.21,54346932.77,75417035.19
116,0,W_AF_r4_24m,W_AF_r4_24m,2018-10-25T00:00:00,2018_10,W,W p16,202,d_24m,b_crop_row,W_agro,c_fall,-0.0086,0.2111,0.158,0.2528,12.75,47.27,1.13,0.1359,11.7678,11.9036,47.0870253164557,,,354401556.43,35102680.45,45171265.79,68068708.68
117,0,W_C_r1,W_C_r1,2018-10-25T00:00:00,2018_10,W,W p17,202,e_C,c_mono,W_c_mono,c_fall,0.0554,0.3131,0.1766,0.2358,12.75,46.3,1.07,0.3154,27.9047,28.2201,119.678117048346,,,304563837.56,35566496.02,53213119.93,52622347.86
118,0,W_C_r2,W_C_r2,2018-10-25T00:00:00,2018_10,W,W p18,202,e_C,c_mono,W_c_mono,c_fall,-0.0129,0.0572,0.0439,0.2147,12.7,43.4,1.12,0.1793,36.4146,36.5939,170.442012109921,,,229094026.11,25654382.72,42854185.18,51766252.95
119,0,W_C_r3,W_C_r3,2018-10-25T00:00:00,2018_10,W,W p19,202,e_C,c_mono,W_c_mono,c_fall,-0.008,0.1295,0.0967,0.2285,12.8,43.45,0.97,0.1915,22.2797,22.4712,98.3422319474836,,,255204556.45,26842485.14,37178298.31,57600314.07
120,0,W_C_r4,W_C_r4,2018-10-25T00:00:00,2018_10,W,W p20,202,e_C,c_mono,W_c_mono,c_fall,-0.0087,0.0836,0.0654,0.2125,12.8,41.69,1.09,0.2129,24.0157,24.2286,114.016941176471,,,403060495.37,22793123.21,59264416.12,83451562.89
121,0,W_AF_r1_T,W_AF_r1_T,2018-11-23T00:00:00,2018_11,W,W p1,231,a_tree,a_tree_row,W_agro,c_fall,-0.0219,0.0302,0.0434,0.1758,4.8,26.69,1.54,0.9733,7.3254,8.2987,47.2053469852105,,,1703595163.74,416725617.09,902867153.74,670113306.81
122,0,W_AF_r1_1m,W_AF_r1_1m,2018-11-23T00:00:00,2018_11,W,W p2,231,b_1m,b_crop_row,W_agro,c_fall,-0.0312,0.1787,0.167,0.1228,4.7,28.33,1.13,0.0902,23.5643,23.6546,192.627035830619,,,642923186.03,182444726.79,464976584.18,243566856.83
123,0,W_AF_r1_7m,W_AF_r1_7m,2018-11-23T00:00:00,2018_11,W,W p3,231,c_7m,b_crop_row,W_agro,c_fall,-0.023,0.0353,0.0366,0.1051,4.7,31.53,1.53,0.0838,12.0986,12.1824,115.912464319696,,,384397415.85,172905612.58,883330224.85,450972453.81
124,0,W_AF_r1_24m,W_AF_r1_24m,2018-11-23T00:00:00,2018_11,W,W p4,231,d_24m,b_crop_row,W_agro,c_fall,-0.0231,0.0782,0.0764,0.1212,4.7,26.86,1.42,0.0941,15.2827,15.3768,126.871287128713,,,630145853.59,194970839.99,100309383.35,242724966.95
125,0,W_AF_r2_T,W_AF_r2_T,2018-11-23T00:00:00,2018_11,W,W p5,231,a_tree,a_tree_row,W_agro,c_fall,-0.0333,0.1328,0.1222,0.24,4.9,28.67,1.19,1.2545,0.0804,1.335,5.5625,,,794901608.45,191041926.93,708975715.4,364485382.1
126,0,W_AF_r2_1m,W_AF_r2_1m,2018-11-23T00:00:00,2018_11,W,W p6,231,b_1m,b_crop_row,W_agro,c_fall,-0.0263,0.1085,0.0861,0.1927,4.8,22.3,1.29,0.6261,17.8553,18.4814,95.9076284379865,,,429319692.29,160292378.51,126196759.05,305127916.2
127,0,W_AF_r2_7m,W_AF_r2_7m,2018-11-23T00:00:00,2018_11,W,W p7,231,c_7m,b_crop_row,W_agro,c_fall,-0.0184,0.2593,0.2251,0.171,4.8,28.94,1.27,0.3858,14.4767,14.8625,86.9152046783626,,,337788983.47,119058125.71,136369313.78,89667433.55
128,0,W_AF_r2_24m,W_AF_r2_24m,2018-11-23T00:00:00,2018_11,W,W p8,231,d_24m,b_crop_row,W_agro,c_fall,-0.0252,0.2192,0.1987,0.1796,5,29.81,1.35,0.3895,13.1289,13.5184,75.2694877505568,,,529287467.92,141813066.29,460411576.73,138717890.95
129,0,W_AF_r3_T,W_AF_r3_T,2018-11-23T00:00:00,2018_11,W,W p9,231,a_tree,a_tree_row,W_agro,c_fall,-0.027,0,0,0.1568,4.9,27.28,1.07,1.2277,2.9843,4.212,26.8622448979592,,,1138262078.9,273392593.9,453819603.76,210985605.07
130,0,W_AF_r3_1m,W_AF_r3_1m,2018-11-23T00:00:00,2018_11,W,W p10,231,b_1m,b_crop_row,W_agro,c_fall,-0.0221,0.1818,0.1547,0.1523,5,29.25,1.23,0.2377,11.4157,11.6534,76.516086671044,,,683595725.1,143931212.66,170369489.91,146964979.99
131,0,W_AF_r3_7m,W_AF_r3_7m,2018-11-23T00:00:00,2018_11,W,W p11,231,c_7m,b_crop_row,W_agro,c_fall,-0.0358,0.0859,0.0892,0.1106,5.6,33.5,1.31,0.0866,11.0984,11.185,101.130198915009,,,340557745.63,100532715.83,184791541.89,321362845.79
132,0,W_AF_r3_24m,W_AF_r3_24m,2018-11-23T00:00:00,2018_11,W,W p12,231,d_24m,b_crop_row,W_agro,c_fall,-0.0303,0.2207,0.1952,0.1324,5.7,35.21,1.17,0.0901,14.7451,14.8352,112.04833836858,,,500927666.73,179406145.06,232171530.93,220993818.46
133,0,W_AF_r4_T,W_AF_r4_T,2018-11-23T00:00:00,2018_11,W,W p13,231,a_tree,a_tree_row,W_agro,c_fall,-0.0314,0,0.0253,0.2558,5.8,33.13,1.2,0.5661,0.2476,0.8137,3.18100078186083,,,1118579912.48,216513094.03,432891297.2,242167521.27
134,0,W_AF_r4_1m,W_AF_r4_1m,2018-11-23T00:00:00,2018_11,W,W p14,231,b_1m,b_crop_row,W_agro,c_fall,-0.0282,0.0376,0.003,0.1416,5.5,25.35,1.22,0.0869,6.393,6.4799,45.7620056497175,,,380302168.19,143989904.73,158810088.33,202934922.57
135,0,W_AF_r4_7m,W_AF_r4_7m,2018-11-23T00:00:00,2018_11,W,W p15,231,c_7m,b_crop_row,W_agro,c_fall,-0.0332,0.0117,0.0294,0.1441,5.6,29.57,1.16,0.1038,13.4438,13.5476,94.0152671755725,,,389467017.31,123721795.69,163629037.47,174196792.65
136,0,W_AF_r4_24m,W_AF_r4_24m,2018-11-23T00:00:00,2018_11,W,W p16,231,d_24m,b_crop_row,W_agro,c_fall,-0.0254,0.0309,0.0365,0.1534,5.4,29.22,1.31,0.1075,16.6076,16.7151,108.964146023468,,,472581370.76,126237727.54,378448415.05,140798496.76
137,0,W_C_r1,W_C_r1,2018-11-23T00:00:00,2018_11,W,W p17,231,e_C,c_mono,W_c_mono,c_fall,-0.0243,0.0543,0.0493,0.1173,5.3,31.83,1.31,0.1349,20.1137,20.2486,172.622335890878,,,272253140.24,64373207.74,511685694.17,114716380.86
138,0,W_C_r2,W_C_r2,2018-11-23T00:00:00,2018_11,W,W p18,231,e_C,c_mono,W_c_mono,c_fall,-0.0358,0.0936,0.1026,0.1234,5.4,34.07,1.22,0.1028,15.9364,16.0392,129.977309562399,,,406069204.32,101765805.77,437070543.97,80098092.54
139,0,W_C_r3,W_C_r3,2018-11-23T00:00:00,2018_11,W,W p19,231,e_C,c_mono,W_c_mono,c_fall,-0.0296,0.157,0.1396,0.1207,5.5,31.14,1.24,0.1067,26.523,26.6298,220.628003314002,,,490903162.78,108914828.24,159012093.16,80839949.7
140,0,W_C_r4,W_C_r4,2018-11-23T00:00:00,2018_11,W,W p20,231,e_C,c_mono,W_c_mono,c_fall,-0.0299,0.1636,0.1516,0.1048,5.4,34.33,1.26,0.1192,13.1761,13.2953,126.863549618321,,,396965600.94,71361613.88,154300095.99,167277456.73
141,0,W_AF_r1_T,W_AF_r1_T,2018-12-17T00:00:00,2018_12,W,W p1,255,a_tree,a_tree_row,W_agro,c_fall,-0.0401,0.1317,0.1324,0.2006,3.8,52.97,0.88,1.5966,1.0328,2.6294,13.1076769690927,,,2450831101.46,218270319.17,424858559.22,270635885.28
142,0,W_AF_r1_1m,W_AF_r1_1m,2018-12-17T00:00:00,2018_12,W,W p2,255,b_1m,b_crop_row,W_agro,c_fall,-0.0459,0.0722,0.0776,0.1095,3.7,44.98,0.78,0.1409,1.9462,2.0872,19.0611872146119,,,321989769.22,65237327.33,233891641.94,225674476.31
143,0,W_AF_r1_7m,W_AF_r1_7m,2018-12-17T00:00:00,2018_12,W,W p3,255,c_7m,b_crop_row,W_agro,c_fall,-0.0456,0.1557,0.1588,0.0566,3.4,36.37,0.74,0.1475,1.1065,1.254,22.1554770318021,,,699073682.63,151066946.56,199523534.26,262813284.21
144,0,W_AF_r1_24m,W_AF_r1_24m,2018-12-17T00:00:00,2018_12,W,W p4,255,d_24m,b_crop_row,W_agro,c_fall,-0.0457,0,0.0309,0.0564,3.5,38.85,0.85,0.1601,1.1559,1.316,23.3333333333333,,,374917912.06,92930996.71,199361889.48,181375627.48
145,0,W_AF_r2_T,W_AF_r2_T,2018-12-17T00:00:00,2018_12,W,W p5,255,a_tree,a_tree_row,W_agro,c_fall,-0.0255,0.1443,0.1358,0.2647,3.7,50.52,1.01,2.8141,0.2703,3.0844,11.652436720816,,,1874571619.92,210557288.1,522995129.15,410355571.7
146,0,W_AF_r2_1m,W_AF_r2_1m,2018-12-17T00:00:00,2018_12,W,W p6,255,b_1m,b_crop_row,W_agro,c_fall,-0.0312,0.1443,0.1006,0.1773,4,44.93,0.92,0.7564,0.7328,1.4892,8.39932318104907,,,647890345.35,73158512.03,153830853.73,147780749.11
147,0,W_AF_r2_7m,W_AF_r2_7m,2018-12-17T00:00:00,2018_12,W,W p7,255,c_7m,b_crop_row,W_agro,c_fall,-0.0404,0.2165,0.1748,0.0903,3.9,36.42,0.77,0.5741,0.8231,1.3972,15.4728682170543,,,504128962.5,114304211.01,189333926.57,132338940.31
148,0,W_AF_r2_24m,W_AF_r2_24m,2018-12-17T00:00:00,2018_12,W,W p8,255,d_24m,b_crop_row,W_agro,c_fall,-0.0458,0.0833,0.0942,0.0678,3.6,39.64,0.85,0.6062,1.0243,1.6306,24.0501474926254,,,355923533.19,70311821.71,130563949.57,114425846.49
149,0,W_AF_r3_T,W_AF_r3_T,2018-12-17T00:00:00,2018_12,W,W p9,255,a_tree,a_tree_row,W_agro,c_fall,-0.0292,0.1035,0.105,0.2133,4,47.49,1.05,2.0765,0.9631,3.0396,14.2503516174402,,,567009916.61,115859516.36,270453895.54,221223303.21
150,0,W_AF_r3_1m,W_AF_r3_1m,2018-12-17T00:00:00,2018_12,W,W p10,255,b_1m,b_crop_row,W_agro,c_fall,-0.0223,0.1979,0.1737,0.0973,4,40.93,0.93,0.1792,1.402,1.5812,16.2507708119219,,,1291031972.42,121795624.42,235533642.57,244910693.23
151,0,W_AF_r3_7m,W_AF_r3_7m,2018-12-17T00:00:00,2018_12,W,W p11,255,c_7m,b_crop_row,W_agro,c_fall,-0.0545,0.1319,0.13,0.0985,3.5,36.42,0.86,0.1203,1.0557,1.1759,11.9380710659898,,,617008815.77,97804687.86,208131868.33,350942533.79
152,0,W_AF_r3_24m,W_AF_r3_24m,2018-12-17T00:00:00,2018_12,W,W p12,255,d_24m,b_crop_row,W_agro,c_fall,-0.0359,0.1794,0.1545,0.1088,3.2,38.2,0.75,0.1232,1.0047,1.1279,10.3667279411765,,,480309746.86,113521467.66,254417682.93,254789771.82
153,0,W_AF_r4_T,W_AF_r4_T,2018-12-17T00:00:00,2018_12,W,W p13,255,a_tree,a_tree_row,W_agro,c_fall,-0.0325,0.0326,0.0306,0.1915,3.5,43.26,0.97,1.6152,0.4106,2.0258,10.578590078329,,,1075506184.81,149287275.31,369426943.9,227742240.85
154,0,W_AF_r4_1m,W_AF_r4_1m,2018-12-17T00:00:00,2018_12,W,W p14,255,b_1m,b_crop_row,W_agro,c_fall,-0.0305,0.0946,0.0881,0.0912,3.7,39.76,1.08,0.2038,1.0235,1.2273,13.4572368421053,,,374698671.68,73478962.61,187928986.94,168163942.29
155,0,W_AF_r4_7m,W_AF_r4_7m,2018-12-17T00:00:00,2018_12,W,W p15,255,c_7m,b_crop_row,W_agro,c_fall,-0.0452,0.1623,0.1519,0.1211,3.4,32.98,0.84,0.1793,1.0551,1.2344,10.1932287365813,,,297930455.17,60603903.01,174162200.49,210648575.52
156,0,W_AF_r4_24m,W_AF_r4_24m,2018-12-17T00:00:00,2018_12,W,W p16,255,d_24m,b_crop_row,W_agro,c_fall,-0.0332,0.2232,0.1951,0.1285,3.4,35.88,0.9,0.2053,0.9863,1.1916,9.27315175097276,,,368059657.57,70611334.47,238031787.95,164568554.83
157,0,W_C_r1,W_C_r1,2018-12-17T00:00:00,2018_12,W,W p17,255,e_C,c_mono,W_c_mono,c_fall,-0.0444,0.1546,0.1432,0.1297,3.3,39.87,0.78,0.205,1.3033,1.5083,11.6291441788743,,,407543926.91,76330160.95,202881574.1,186657162.08
158,0,W_C_r2,W_C_r2,2018-12-17T00:00:00,2018_12,W,W p18,255,e_C,c_mono,W_c_mono,c_fall,-0.0345,0.0339,0.0487,0.1076,3.4,35.23,0.92,0.2015,1.2642,1.4657,13.6217472118959,,,375457412.37,97352501.5,278775397.16,187443697.03
159,0,W_C_r3,W_C_r3,2018-12-17T00:00:00,2018_12,W,W p19,255,e_C,c_mono,W_c_mono,c_fall,-0.0392,0.0056,0.0252,0.1479,3.3,40.33,0.85,0.1756,1.5355,1.7112,11.5699797160243,,,382594069.95,58689529.14,251743248.68,166568134.18
160,0,W_C_r4,W_C_r4,2018-12-17T00:00:00,2018_12,W,W p20,255,e_C,c_mono,W_c_mono,c_fall,-0.0386,0.1041,0.1074,0.1204,3.6,35.82,0.91,0.1647,1.075,1.2397,10.296511627907,,,449996419.3,76545799.07,374281524.64,252890348.63
161,0,W_AF_r1_T,W_AF_r1_T,2019-02-27T00:00:00,2019_2,W,W p1,327,a_tree,a_tree_row,W_agro,c_fall,-0.0247,0.0755,0.0676,0.3874,5.5,49.17,0.97,3.1261,2.5657,5.6917,14.6920495611771,,,1297037843.64,84631245.94,216817729.44,62888991.55
162,0,W_AF_r1_1m,W_AF_r1_1m,2019-02-27T00:00:00,2019_2,W,W p2,327,b_1m,b_crop_row,W_agro,c_fall,-0.0268,0.0484,0.0599,0.3895,5.2,45.24,0.95,0.0796,3.1851,3.2646,8.38151476251605,,,74274413.6,44364019.24,99716453.58,33045802.2
163,0,W_AF_r1_7m,W_AF_r1_7m,2019-02-27T00:00:00,2019_2,W,W p3,327,c_7m,b_crop_row,W_agro,c_fall,0.0077,0.0935,0.0533,0.3506,5.1,35.66,0.83,0.0903,2.8351,2.9254,8.34398174557901,,,260639609.77,44479366.2,76320846.98,54003689.73
164,0,W_AF_r1_24m,W_AF_r1_24m,2019-02-27T00:00:00,2019_2,W,W p4,327,d_24m,b_crop_row,W_agro,c_fall,-0.0282,0.1272,0.0834,0.3433,5.4,44.23,1.31,0.3814,2.8637,3.2452,9.45295659772794,,,206997191.34,25415097.69,54590010.42,19017664.91
165,0,W_AF_r2_T,W_AF_r2_T,2019-02-27T00:00:00,2019_2,W,W p5,327,a_tree,a_tree_row,W_agro,c_fall,-0.0261,0.0918,0.0713,0.5294,5.7,47.9,0.99,3.0624,0.3443,3.4067,6.43502077823952,,,490850912.1,83416549.07,166721610.36,26324981.44
166,0,W_AF_r2_1m,W_AF_r2_1m,2019-02-27T00:00:00,2019_2,W,W p6,327,b_1m,b_crop_row,W_agro,c_fall,-0.0142,0.0423,0.0197,0.4869,5.8,45.14,0.99,1.7955,1.7048,3.5003,7.18895050318341,,,218187099.33,29588675.27,86552046.07,24600091.16
167,0,W_AF_r2_7m,W_AF_r2_7m,2019-02-27T00:00:00,2019_2,W,W p7,327,c_7m,b_crop_row,W_agro,c_fall,-0.017,0.0589,0.0476,0.5263,5.5,35.59,1.02,1.1582,2.485,3.6432,6.92228766863006,,,77468043.77,32158218.53,56153527.51,21109760.4
168,0,W_AF_r2_24m,W_AF_r2_24m,2019-02-27T00:00:00,2019_2,W,W p8,327,d_24m,b_crop_row,W_agro,c_fall,-0.0244,0.0516,0.0478,0.543,5.5,45.21,0.97,1.0361,2.4639,3.5,6.44567219152855,,,121816452.82,8913550.64,33215819.92,22551840.89
169,0,W_AF_r3_T,W_AF_r3_T,2019-02-27T00:00:00,2019_2,W,W p9,327,a_tree,a_tree_row,W_agro,c_fall,-0.0335,0.1305,0.1217,0.4337,6,42.71,1.05,1.7581,2.4031,4.1612,9.59465068019368,,,623805618.46,59650758.3,129308053.17,34562968.74
170,0,W_AF_r3_1m,W_AF_r3_1m,2019-02-27T00:00:00,2019_2,W,W p10,327,b_1m,b_crop_row,W_agro,c_fall,-0.0312,0,0.0097,0.3842,5.7,39.96,0.93,0.2511,2.9473,3.1983,8.32457053617907,,,198475474.99,23121215.87,65814415.51,40310378
171,0,W_AF_r3_7m,W_AF_r3_7m,2019-02-27T00:00:00,2019_2,W,W p11,327,c_7m,b_crop_row,W_agro,c_fall,-0.0481,0,0.0388,0.5175,9.4,34.63,0.91,0.1372,2.6421,2.7793,5.37062801932367,,,69865922.75,42309135.96,89197347.48,38878711.82
172,0,W_AF_r3_24m,W_AF_r3_24m,2019-02-27T00:00:00,2019_2,W,W p12,327,d_24m,b_crop_row,W_agro,c_fall,-0.0299,0.0563,0.0594,0.4645,9.4,44.39,1.03,0.2203,2.2587,2.4789,5.33670613562971,,,85773356.63,18035366.85,57816531.91,54274984.13
173,0,W_AF_r4_T,W_AF_r4_T,2019-02-27T00:00:00,2019_2,W,W p13,327,a_tree,a_tree_row,W_agro,c_fall,-0.0488,0.2066,0.2049,0.9506,11,45.91,0.78,2.072,0.5378,2.6098,2.74542394277299,,,225716028.24,41428163.8,148150742.53,18780084.48
174,0,W_AF_r4_1m,W_AF_r4_1m,2019-02-27T00:00:00,2019_2,W,W p14,327,b_1m,b_crop_row,W_agro,c_fall,-0.02,0.159,0.1395,0.5802,10.3,41.67,1.18,0.3366,2.9422,3.2788,5.65115477421579,,,166319483.62,20887349.77,93786006.53,80929980.65
175,0,W_AF_r4_7m,W_AF_r4_7m,2019-02-27T00:00:00,2019_2,W,W p15,327,c_7m,b_crop_row,W_agro,c_fall,-0.0139,0.2339,0.1907,0.4959,11.3,31.91,0.97,0.5582,2.4955,3.0536,6.15769308328292,,,133162753.44,34708593.34,161135757.18,70539530.55
176,0,W_AF_r4_24m,W_AF_r4_24m,2019-02-27T00:00:00,2019_2,W,W p16,327,d_24m,b_crop_row,W_agro,c_fall,-0.0244,0.0045,0.0027,0.5894,11.8,41.88,1,0.5175,2.3398,2.8573,4.84781133355955,,,67348456.18,42450179.13,88932949.04,15853940.69
177,0,W_C_r1,W_C_r1,2019-02-27T00:00:00,2019_2,W,W p17,327,e_C,c_mono,W_c_mono,c_fall,-0.0089,0.2038,0.162,0.4313,9.9,36.39,0.97,0.513,2.5313,3.0443,7.05842800834686,,,67097663.36,8016268.85,47318330.71,18454830.57
178,0,W_C_r2,W_C_r2,2019-02-27T00:00:00,2019_2,W,W p18,327,e_C,c_mono,W_c_mono,c_fall,-0.0455,0.1348,0.1317,0.4996,10,30.56,0.94,0.5289,2.7859,3.3147,6.63470776621297,,,82646738.01,25844186.8,110467919.59,19552674.83
179,0,W_C_r3,W_C_r3,2019-02-27T00:00:00,2019_2,W,W p19,327,e_C,c_mono,W_c_mono,c_fall,-0.0233,0.0067,0.0163,0.4063,9.7,37.24,1.1,0.4736,2.7335,3.2071,7.89342850110756,,,291197322.23,26861723.87,139564193.02,22036788.11
