pid,top,bot,sand,bd,pH,soc
AO_1446_P302_56,54,100,89,NA,6.3,0.6
AO_1446_P302_56,100,145,84.4,NA,7,0.6
AO_1446_P302_56,145,180,83.5,NA,7.5,0.5
AO_1446_P304_56,0,10,93.7,NA,6.4,3.6
AO_1446_P304_56,10,30,93.4,NA,6.2,3
AO_1446_P304_56,30,45,88.8,NA,5.8,2.3
AO_1446_P304_56,45,85,64.7,NA,5.6,2.3
AO_1446_P304_56,85,130,56.2,NA,5.4,1.8
AO_1446_P305_56,0,8,85.8,NA,6.6,4.1
AO_1446_P305_56,8,24,80.4,NA,6.4,4.3
AO_1446_P305_56,24,47,75.8,NA,6.5,4.1
AO_1446_P305_56,47,78,70.9,NA,6.8,2
AO_1446_P305_56,78,120,69.4,NA,7.1,1.4
AO_1446_P312_56,0,8,93.3,NA,7,2.3
AO_1446_P312_56,8,25,91.8,NA,6.8,1.5
AO_1446_P312_56,25,45,87.9,NA,6.6,1.6
AO_1446_P312_56,45,90,82.4,NA,6.4,1.5
AO_1446_P312_56,90,135,85.7,NA,6.3,1
AO_1446_P322_56,0,10,93.4,NA,6.5,1.6
AO_1446_P322_56,10,30,84.9,NA,7.6,2.2
AO_1446_P322_56,30,60,83.4,NA,9.4,0.5
AO_1446_P322_56,60,100,75.1,NA,9,0.2
AO_1446_P322_56,100,145,75.3,NA,9.5,NA
AO_1446_P329_56,0,8,90.2,NA,6.5,4
AO_1446_P329_56,8,38,87.7,NA,6.4,3.9
AO_1446_P329_56,38,82,85.4,NA,6.3,2
AO_1446_P329_56,82,122,83.5,NA,6.5,1.2
AO_1446_P329_56,122,155,83.6,NA,6.6,1
AO_1446_P335_56,0,9,88.8,NA,6.8,4.6
AO_1446_P335_56,9,35,85,NA,6.7,4.4
AO_1446_P335_56,35,68,72.2,NA,6.8,4.9
AO_1446_P336_56,0,6,84.9,NA,7.1,5.2
AO_1446_P336_56,6,20,86.7,NA,7.1,3.1
AO_1446_P336_56,20,50,85.6,NA,7,2.7
AO_1446_P336_56,50,95,75.6,NA,6.6,2.2
AO_1446_P349_56,0,8,87.4,NA,6.9,4.1
AO_1446_P349_56,8,25,88,NA,6.6,3.2
AO_1446_P349_56,25,53,68.6,NA,7,4.4
AO_1446_P349_56,53,70,NA,NA,NA,NA
AO_1446_P349_56,70,115,64.9,NA,8.5,NA
AO_1446_P5_59BACFM,0,12,87.8,NA,6.7,2.9
AO_1446_P5_59BACFM,12,31,78.9,NA,6.1,2.6
AO_1446_P5_59BACFM,31,67,74.8,NA,5.8,2.2
AO_1446_P5_59BACFM,67,112,73.1,NA,6,NA
AO_1446_P50_57,0,7,95.3,NA,8.9,1.2
AO_1446_P50_57,7,32,93.6,NA,9,0.6
AO_1446_P50_57,32,45,NA,NA,NA,NA
AO_1446_P50_57,45,80,88.3,NA,8.5,0.5
AO_1446_P50_57,80,110,NA,NA,NA,NA
AO_1446_P50_57,110,150,88,NA,8.8,0.5
AO_1446_P53_57,0,10,83.5,NA,8.7,1.2
AO_1446_P53_57,10,35,77.5,NA,8.5,0.9
AO_1446_P61_57,0,5,85.9,NA,6.8,2
AO_1446_P61_57,5,30,82,NA,7.8,2.9
AO_1446_P61_57,30,65,82.5,NA,8.3,1.4
AO_1446_P61_57,65,95,80.4,NA,8.9,0.7
AO_1446_P61_57,95,125,78,NA,9.1,0.6
AO_1446_P65_57,0,12,71.5,NA,8.7,4.9
AO_1446_P65_57,12,39,70.4,NA,9.2,3.9
AO_1446_P65_57,39,75,72,NA,8.5,1.6
AO_1446_P65_57,75,110,71.2,NA,8.9,1.5
AO_1446_P65_57,110,145,75.5,NA,8.9,NA
AO_1446_P81_57,0,12,62.1,NA,8.8,3.2
AO_1446_P81_57,12,45,59.9,NA,8.2,4.1
AO_1446_P81_57,45,75,NA,NA,8.2,3
AO_1446_P84_57,0,10,96.3,NA,NA,NA
AO_1446_P84_57,10,40,95.5,NA,NA,NA
AO_1446_P84_57,40,75,84.8,NA,NA,NA
AO_1446_P84_57,75,110,83.1,NA,NA,NA
AO_1446_P84_57,110,140,82.1,NA,NA,NA
AO_1446_P96_57,0,5,93,NA,8.5,2.2
AO_1446_P96_57,5,20,90.3,NA,9,1.5
AO_1446_P96_57,20,45,92.2,NA,8.8,1
AO_1446_P96_57,45,90,88.8,NA,8.7,0.6
AO_1446_P96_57,90,145,88.1,NA,8.4,NA
AO_1448_P1_59,0,10,85.5,NA,4.4,17.8
AO_1448_P1_59,10,30,83.2,NA,4.7,8.6
AO_1448_P1_59,30,60,82.3,NA,5.2,3.5
AO_1448_P1_59,60,99,82.8,NA,4.5,2.5
AO_1448_P1_59,99,150,81.8,NA,4.7,1.9
AO_1448_P100_59,0,6,48.1,NA,4.6,26.8
AO_1448_P100_59,6,17,44.7,NA,5,12.7
AO_1448_P100_59,17,42,44,NA,5,7.8
AO_1448_P100_59,42,67,42.2,NA,5.2,7.3
AO_1448_P115_59,0,7,90.2,NA,5.8,5.8
AO_1448_P115_59,7,20,NA,NA,NA,NA
AO_1448_P115_59,20,44,89.7,NA,5.7,4
AO_1448_P115_59,44,69,87.4,NA,6.1,3.4
AO_1448_P115_59,69,94,86.5,NA,5.4,2.2
AO_1448_P115_59,94,133,85.5,NA,5.7,NA
AO_1448_P115_59,133,170,85.4,NA,6.7,NA
AO_1448_P116_59,0,10,81.4,NA,4.6,24.5
AO_1448_P116_59,10,27,87,NA,5.3,9
AO_1448_P116_59,27,52,84.4,NA,5.1,3.8
AO_1448_P116_59,52,96,83.4,NA,5.3,2.4
AO_1448_P116_59,96,140,80.9,NA,5.4,1.8
AO_1448_P116_59,140,175,80.8,NA,5.1,NA
AO_1448_P119_59,0,5,86.1,NA,5.3,12.1
AO_1448_P119_59,5,19,86.8,NA,4.9,6.7
AO_1448_P119_59,19,35,87,NA,5.2,4.7
AO_1448_P119_59,35,63,85.7,NA,5.2,3.8
AO_1448_P119_59,63,103,81.4,NA,5.2,2.7
AO_1448_P119_59,103,141,80,NA,5.4,NA
AO_1448_P119_59,141,180,80.4,NA,5.3,NA
AO_1448_P120_59,0,10,79.5,NA,4.7,20.6
AO_1448_P120_59,10,25,80.1,NA,4.9,9.7
AO_1448_P120_59,25,63,75.1,NA,5.1,6
AO_1448_P120_59,63,95,75,NA,5,4
AO_1448_P120_59,95,143,74.1,NA,5.2,NA
AO_1448_P120_59,143,190,73.9,NA,4.6,NA
AO_1448_P125_59,0,8,89,NA,4.2,19.7
AO_1448_P125_59,8,31,85.5,NA,4.6,8.4
AO_1448_P125_59,31,57,88.1,NA,4.5,4.4
AO_1448_P125_59,57,85,86.9,NA,4.6,3.2
AO_1448_P125_59,85,115,86,NA,4.7,2.5
AO_1448_P125_59,115,150,83.2,NA,4.5,NA
AO_1448_P125_59,150,185,83,NA,4.6,NA
AO_1448_P131_59,0,14,89.5,NA,6.5,5.4
AO_1448_P131_59,14,46,84.8,NA,5.3,2.5
AO_1448_P131_59,46,89,87.4,NA,4.8,1.7
AO_1448_P131_59,89,130,78.6,NA,4,NA
AO_1448_P131_59,130,170,80.8,NA,4.9,NA
AO_1448_P134_59,0,7,82.4,NA,7.3,27.2
AO_1448_P134_59,7,17,86.3,NA,7.8,8.8
AO_1448_P134_59,17,33,83.6,NA,6.8,3.7
AO_1448_P134_59,33,70,78.3,NA,5.1,3
AO_1448_P134_59,70,122,70.7,NA,4.9,3.4
AO_1448_P134_59,122,170,75.1,NA,4.5,NA
AO_1448_P16_59,0,10,NA,NA,NA,NA
AO_1448_P16_59,10,23,93.8,NA,4.8,4.9
AO_1448_P16_59,23,40,91.8,NA,5.3,3.3
AO_1448_P16_59,40,59,89.5,NA,5.4,2.8
AO_1448_P16_59,59,80,91,NA,5.4,2
AO_1448_P16_59,80,115,87.7,NA,5.3,1.7
AO_1448_P16_59,115,140,87.7,NA,5.2,NA
AO_1448_P16_59,140,170,87.9,NA,5.2,NA
AO_1448_P161_59,0,8,80.2,NA,5.3,24.3
AO_1448_P161_59,8,25,78.2,NA,5.5,15.9
AO_1448_P161_59,25,56,75.2,NA,6.6,9.1
AO_1448_P161_59,56,68,72.5,NA,8,8
AO_1448_P163_59,0,11,61.4,NA,4.7,29.8
AO_1448_P163_59,11,25,63.9,NA,4.3,19.7
AO_1448_P163_59,25,40,64.6,NA,4.2,11.6
AO_1448_P171_59,0,11,75.2,NA,5,22.8
AO_1448_P171_59,11,22,76.5,NA,4.9,16.7
AO_1448_P171_59,22,42,77.4,NA,5,13.2
AO_1448_P171_59,42,60,NA,NA,NA,NA
AO_1448_P171_59,60,100,70.8,NA,5.1,4
AO_1448_P171_59,100,130,NA,NA,NA,NA
AO_1448_P171_59,130,170,73.3,NA,4.7,NA
AO_1448_P172_59,0,8,84.6,NA,5.7,8.8
AO_1448_P172_59,8,24,84.4,NA,5.6,7
AO_1448_P172_59,24,48,83,NA,5.5,5
AO_1448_P172_59,48,63,NA,NA,NA,NA
AO_1448_P172_59,63,103,79.9,NA,5.8,3.5
AO_1448_P172_59,103,135,NA,NA,NA,NA
AO_1448_P172_59,135,175,78.8,NA,5.7,NA
AO_1448_P182_59,0,6,66.6,NA,4.6,15.9
AO_1448_P182_59,6,18,60,NA,4.6,12.1
AO_1448_P182_59,18,39,58.1,NA,5,7.2
AO_1448_P182_59,39,72,55.9,NA,5.2,5
AO_1448_P182_59,72,110,55.9,NA,5.2,5.4
AO_1448_P188_59,0,8,92.4,NA,6.2,9.3
AO_1448_P188_59,8,30,93.1,NA,6,6.3
AO_1448_P188_59,30,50,92.3,NA,5.7,5.7
AO_1448_P188_59,50,83,88.8,NA,5.7,4.2
AO_1448_P188_59,83,130,89.4,NA,6.1,NA
AO_1448_P188_59,130,145,89,NA,6.1,NA
AO_1448_P220_59,0,7,66.1,NA,5.1,14
AO_1448_P220_59,7,33,61.1,NA,5,6.6
AO_1448_P220_59,33,75,57.7,NA,5.2,5.1
AO_1448_P220_59,75,120,57.2,NA,5.5,4.5
AO_1448_P220_59,120,162,57.3,NA,5.4,NA
AO_1448_P227_59,0,10,69.7,NA,4.6,19.8
AO_1448_P227_59,10,38,60.2,NA,4.7,9.1
AO_1448_P227_59,38,60,61.5,NA,5.2,7.5
AO_1448_P227_59,60,97,55.8,NA,4.9,4
AO_1448_P227_59,97,130,56.8,NA,4.8,NA
AO_1448_P227_59,130,165,57.3,NA,5,NA
AO_1448_P232_59,0,7,78.4,NA,5.2,8.4
AO_1448_P232_59,7,22,79.9,NA,5.7,6.4
AO_1448_P232_59,22,42,78.1,NA,5.8,6.2
AO_1448_P232_59,42,56,73.1,NA,5.8,5.1
AO_1448_P232_59,56,89,73.9,NA,5.7,2.9
AO_1448_P232_59,89,133,74.7,NA,5.6,NA
AO_1448_P232_59,133,175,74.7,NA,5.7,NA
AO_1448_P233_59,0,8,86.5,NA,5,15.6
AO_1448_P233_59,8,27,85.5,NA,5.1,7.5
AO_1448_P233_59,27,50,83.3,NA,5,5.9
AO_1448_P233_59,50,85,81.9,NA,5.2,4.2
AO_1448_P233_59,85,126,86.5,NA,5.2,NA
AO_1448_P233_59,126,170,86.6,NA,5.2,NA
AO_1448_P235_59,0,7,89.7,NA,6.2,5.5
AO_1448_P235_59,7,18,87,NA,5.5,5.1
AO_1448_P235_59,18,40,88.2,NA,5.6,4.4
AO_1448_P235_59,40,66,87.8,NA,6,3.5
AO_1448_P235_59,66,95,82.4,NA,5.9,3.1
AO_1448_P235_59,95,140,83.2,NA,5.3,1.7
AO_1448_P235_59,140,180,83.6,NA,5.3,NA
AO_1448_P254_59,0,8,67.8,NA,5.3,29.2
AO_1448_P254_59,8,25,71.9,NA,5.4,12.7
AO_1448_P254_59,25,60,71.4,NA,5.5,9.8
AO_1448_P254_59,60,98,70.1,NA,5.5,5.3
AO_1448_P254_59,98,138,68.1,NA,5.1,NA
AO_1448_P254_59,138,180,69.3,NA,5.1,NA
AO_1448_P27_59,0,6,81.3,NA,5.5,6.6
AO_1448_P27_59,6,17,79.2,NA,5.6,5.7
AO_1448_P27_59,17,43,77.6,NA,5.7,4.6
AO_1448_P27_59,43,77,74.6,NA,5.6,3
AO_1448_P27_59,77,120,73.3,NA,5.5,2
AO_1448_P27_59,120,160,75.1,NA,5.4,NA
AO_1448_P42_59,0,7,62.1,NA,5.2,11.7
AO_1448_P42_59,7,19,54.5,NA,5.1,6.4
AO_1448_P42_59,19,50,45.2,NA,5.1,4.2
AO_1448_P42_59,50,85,39.4,NA,5.6,3.4
AO_1448_P42_59,85,120,36.1,NA,5.2,NA
AO_1448_P47_59,0,6,87.1,NA,4.2,27.7
AO_1448_P47_59,6,26,89.2,NA,4.3,9.8
AO_1448_P47_59,26,60,86.2,NA,5.5,3
AO_1448_P47_59,60,108,85.7,NA,5.3,2.2
AO_1448_P47_59,108,150,93.9,NA,5.5,NA
AO_1448_P47_59,150,190,84.5,NA,5.1,NA
AO_1448_P7_59,0,6,82.5,NA,4.5,23.4
AO_1448_P7_59,6,20,86.7,NA,4.9,7.7
AO_1448_P7_59,20,47,84.2,NA,5,4
AO_1448_P7_59,47,78,83,NA,4.9,2.7
AO_1448_P7_59,78,128,79.4,NA,5,2.1
AO_1448_P7_59,128,175,79.9,NA,4.8,NA
AO_1448_P70_59,0,7,61.7,NA,4.6,22.5
AO_1448_P70_59,7,22,52.3,NA,5.3,9.8
AO_1448_P70_59,22,61,44.9,NA,5,7.1
AO_1448_P70_59,61,105,42,NA,5.5,5.5
AO_1448_P70_59,105,150,40.4,NA,5.8,NA
AO_1448_P81_59,0,4,44,NA,4.6,32.5
AO_1448_P81_59,4,14,46.2,NA,5.4,12.2
AO_1448_P81_59,14,30,47.5,NA,5.7,7.8
AO_1448_P81_59,30,70,40.4,NA,4.3,5.2
AO_1448_P93_59,0,5,66.9,NA,4.9,21.7
AO_1448_P93_59,5,13,63.9,NA,4.8,11.4
AO_1448_P93_59,13,25,63,NA,4.9,7.1
AO_1448_P93_59,25,49,61.4,NA,5.2,5.3
AO_1448_P93_59,49,90,55.9,NA,5,3.7
AO_1448_P94_59,0,7,30,NA,4.2,44.6
AO_1448_P94_59,7,18,27.5,NA,4.4,21.9
AO_1448_P94_59,18,35,29.3,NA,4.3,11.2
AO_1448_P94_59,35,55,25.2,NA,4.6,11.1
AO_1448_P94_59,55,87,23.8,NA,4.7,5.8
AO_1448_P94_59,87,124,24,NA,4.9,NA
AO_1448_P94_59,124,150,25,NA,5.2,NA
AO_1448_P98_59,0,7,58.9,NA,4.4,52.7
AO_1448_P98_59,7,20,59.1,NA,4.5,22
AO_1448_P98_59,20,42,60,NA,4.8,11.8
AO_1448_P98_59,42,80,56.4,NA,5.1,5.5
AO_1448_P98_59,80,125,57.3,NA,5.2,NA
AO_1448_P98_59,125,170,56.8,NA,5.2,NA
AO_1454_P104c_60,0,13,29.3,NA,4.6,51.5
AO_1454_P104c_60,13,27,33,NA,4.4,29.7
AO_1454_P104c_60,27,52,28,NA,4.8,12.4
AO_1454_P104c_60,52,93,31.5,NA,5,9
AO_1454_P104c_60,93,126,30.2,NA,4.8,NA
AO_1454_P104c_60,126,165,26.2,NA,4.9,NA
AO_1454_P111c_60,0,14,39.3,NA,4.8,20.3
AO_1454_P111c_60,14,31,36,NA,4.6,15.2
AO_1454_P111c_60,31,60,35.1,NA,4.8,10.8
AO_1454_P118_60,0,8,31,NA,5.8,61.4
AO_1454_P118_60,8,22,36.3,NA,5.7,43.1
AO_1454_P118_60,22,47,36.5,NA,5.7,29.2
AO_1454_P118_60,47,80,40.9,NA,5.6,21.3
AO_1454_P118_60,80,128,48.8,NA,5.7,15.1
AO_1454_P118_60,128,170,NA,NA,5.9,10.2
AO_1454_P120c_60,0,8,28.1,NA,6.1,38.8
AO_1454_P120c_60,8,22,24.6,NA,5.3,16.6
AO_1454_P120c_60,22,40,22.8,NA,5.2,10.9
AO_1454_P120c_60,40,85,19.4,NA,5.7,7.5
AO_1454_P120c_60,85,130,14.4,NA,6.2,NA
AO_1454_P120c_60,130,170,17.3,NA,6.4,NA
AO_1454_P121c_60,0,10,31.2,NA,4.8,24.9
AO_1454_P121c_60,10,26,28.9,NA,4.8,10.1
AO_1454_P121c_60,26,60,28.1,NA,4.9,8.6
AO_1454_P123c_60,0,9,25.1,NA,4.9,27
AO_1454_P123c_60,9,39,27.2,NA,4.8,16.8
AO_1454_P123c_60,39,81,19.5,NA,4.9,9.4
AO_1454_P123c_60,81,113,17.1,NA,5,7.2
AO_1454_P123c_60,113,155,15.9,NA,4.9,NA
AO_1454_P124c_60,0,9,7.4,NA,5.3,55.9
AO_1454_P124c_60,9,22,9.2,NA,5.1,31.6
AO_1454_P124c_60,22,38,7.1,NA,5,16.2
AO_1454_P124c_60,38,73,7.1,NA,5.3,10.1
AO_1454_P124c_60,73,96,7.4,NA,5.2,9
AO_1454_P127c_60,0,9,63,NA,4.6,12.6
AO_1454_P127c_60,9,28,55.5,NA,4.4,8.4
AO_1454_P127c_60,28,40,48,NA,4.6,7.4
AO_1454_P127c_60,40,72,42.5,NA,4.5,6.5
AO_1454_P135_60,0,9,43.1,NA,4.8,32.5
AO_1454_P135_60,9,27,39.8,NA,4.8,23.4
AO_1454_P135_60,27,50,38.4,NA,4.9,8.6
AO_1454_P135_60,50,85,33.9,NA,5.2,6.2
AO_1454_P135c_60,0,8,65.7,NA,4.8,11.2
AO_1454_P135c_60,8,26,62.8,NA,4.8,8.8
AO_1454_P135c_60,26,46,57.1,NA,5.1,5.5
AO_1454_P135c_60,46,65,56.8,NA,5,5
AO_1454_P135c_60,65,104,54.1,NA,5.1,NA
AO_1454_P135c_60,104,145,51.9,NA,5,NA
AO_1454_P138c_60,0,5,63.1,NA,4.9,9.7
AO_1454_P138c_60,5,24,58.9,NA,4.6,7.5
AO_1454_P138c_60,24,61,55.7,NA,4.9,4.5
AO_1454_P138c_60,61,107,56.2,NA,5.1,3.2
AO_1454_P138c_60,107,151,57.1,NA,5.1,NA
AO_1454_P138c_60,151,165,49.4,NA,4.9,NA
AO_1454_P13c_60,0,9,76,NA,5.5,13
AO_1454_P13c_60,9,20,75.1,NA,5.3,12.5
AO_1454_P13c_60,20,47,70.7,NA,5.6,8.4
AO_1454_P13c_60,47,88,68.3,NA,5.6,6.6
AO_1454_P13c_60,88,118,68.5,NA,5.7,NA
AO_1454_P13c_60,118,161,69.1,NA,5.7,NA
AO_1454_P140c_60,0,7,90,NA,5.9,9.2
AO_1454_P140c_60,7,24,90.3,NA,5.4,6
AO_1454_P140c_60,24,52,90.6,NA,4.6,4.8
AO_1454_P140c_60,52,78,89,NA,5.4,3.5
AO_1454_P140c_60,78,124,87.8,NA,5.3,NA
AO_1454_P140c_60,124,166,88.1,NA,5.2,NA
AO_1454_P150_60,0,12,94.7,NA,5.1,11.3
AO_1454_P150_60,12,30,94.9,NA,5,5.5
AO_1454_P150_60,30,55,94.2,NA,5,3.6
AO_1454_P150_60,55,75,93.8,NA,5.1,2.9
AO_1454_P150_60,75,95,96.9,NA,5.1,2.3
AO_1454_P150_60,95,124,96.5,NA,4.8,NA
AO_1454_P150_60,124,170,95.1,NA,5,NA
AO_1454_P153_60,0,12,92.3,NA,4.6,6.1
AO_1454_P153_60,12,30,93,NA,5.4,3.4
AO_1454_P153_60,30,53,91.8,NA,5.3,3
AO_1454_P153_60,53,78,91.4,NA,5.3,2
AO_1454_P153_60,78,110,89.7,NA,5.4,NA
AO_1454_P153_60,110,145,89.3,NA,5.4,NA
AO_1454_P153_60,145,180,88.4,NA,5.5,NA
AO_1454_P156c_60,0,9,30.9,NA,5,21.5
AO_1454_P156c_60,9,22,27.8,NA,5.1,13.7
AO_1454_P156c_60,22,57,26.2,NA,5.5,8.4
AO_1454_P156c_60,57,104,25,NA,5.6,6
AO_1454_P156c_60,104,130,23.3,NA,5.4,NA
AO_1454_P156c_60,130,170,23.1,NA,5.5,NA
AO_1454_P159c_60,0,9,64.5,NA,6.4,17.4
AO_1454_P159c_60,9,22,63.2,NA,6.2,10.8
AO_1454_P159c_60,22,42,61.5,NA,6,6
AO_1454_P159c_60,42,66,60.8,NA,6,3.4
AO_1454_P159c_60,66,93,58,NA,5.9,2.8
AO_1454_P159c_60,93,125,56.5,NA,6.1,NA
AO_1454_P159c_60,125,160,58.2,NA,6.1,NA
AO_1454_P160c_60,0,15,83.6,NA,6.5,10.7
AO_1454_P160c_60,15,30,74.2,NA,6,8.6
AO_1454_P160c_60,30,46,57.7,NA,6.1,6.4
AO_1454_P160c_60,46,90,56.8,NA,6.1,3.9
AO_1454_P163c_60,0,12,59.9,NA,6.5,36.6
AO_1454_P163c_60,12,28,67.5,NA,6.7,9.5
AO_1454_P163c_60,28,47,57.6,NA,6.5,6.4
AO_1454_P163c_60,47,70,55,NA,6.1,4.5
AO_1454_P164c_60,0,8,43,NA,6.2,68.2
AO_1454_P164c_60,8,26,44.6,NA,6,29.2
AO_1454_P164c_60,26,49,44.4,NA,6.3,9.3
AO_1454_P164c_60,49,75,32.5,NA,6.5,5.1
AO_1454_P164c_60,75,125,29.4,NA,6.5,NA
AO_1454_P164c_60,125,170,26.2,NA,6.6,NA
AO_1454_P166c_60,0,8,84.3,NA,5.5,9.4
AO_1454_P166c_60,8,31,79.6,NA,5.3,7.8
AO_1454_P166c_60,31,62,74.5,NA,5.3,7.8
AO_1454_P166c_60,62,73,73.1,NA,5,6.9
AO_1454_P166c_60,73,108,72.3,NA,5.1,4.4
AO_1454_P166c_60,108,142,70.3,NA,5.3,NA
AO_1454_P166c_60,142,165,72,NA,5.3,NA
AO_1454_P172c_60,0,29,97.4,NA,4.8,11.6
AO_1454_P172c_60,29,58,98.4,NA,5,4.4
AO_1454_P172c_60,58,87,97.9,NA,4.9,4.5
AO_1454_P172c_60,87,103,98.3,NA,5.2,2.5
AO_1454_P172c_60,103,125,97.9,NA,5,NA
AO_1454_P172c_60,125,160,97.3,NA,5.2,NA
AO_1454_P172c_60,160,180,97,NA,5.2,NA
AO_1454_P175c_60,0,10,99.4,NA,5.7,1.5
AO_1454_P175c_60,10,28,99.5,NA,5.8,1
AO_1454_P175c_60,28,63,99.7,NA,5.6,1
AO_1454_P175c_60,63,89,99.6,NA,5.9,0.3
AO_1454_P175c_60,89,130,99.7,NA,6.2,NA
AO_1454_P175c_60,130,175,99.6,NA,6.3,NA
AO_1454_P179_60,0,10,33.5,NA,5.1,29.5
AO_1454_P179_60,10,24,35.8,NA,5,23.7
AO_1454_P179_60,24,55,31.1,NA,5.1,12.7
AO_1454_P179_60,55,94,30.4,NA,5.1,9.4
AO_1454_P182_60,0,13,28.4,NA,4.7,32.8
AO_1454_P182_60,13,40,29.4,NA,4.7,28.5
AO_1454_P182_60,40,73,31.8,NA,5,12.5
AO_1454_P182_60,73,110,30.7,NA,5,6
AO_1454_P182c_60,0,6,7.9,NA,4.5,30.8
AO_1454_P182c_60,6,15,7.6,NA,5.1,19.5
AO_1454_P182c_60,15,50,6.1,NA,5.3,11.1
AO_1454_P182c_60,50,100,6.6,NA,5.5,6.1
AO_1454_P182c_60,100,150,5.9,NA,5.9,NA
AO_1454_P184_60,0,11,40,NA,5.6,60.4
AO_1454_P184_60,11,21,35.4,NA,5.2,34.5
AO_1454_P184_60,21,41,29.8,NA,5.3,11.6
AO_1454_P184_60,41,68,32.2,NA,5.1,6.2
AO_1454_P184_60,68,110,30.4,NA,5.3,5
AO_1454_P184c_60,0,7,65.6,NA,6,15.9
AO_1454_P184c_60,7,23,60.1,NA,5.5,8.5
AO_1454_P184c_60,23,51,57.1,NA,5.5,5
AO_1454_P184c_60,51,94,57.3,NA,5.5,2.9
AO_1454_P184c_60,94,136,56.1,NA,5.4,NA
AO_1454_P184c_60,136,175,55.4,NA,5.3,NA
AO_1454_P188_60,0,13,61.5,NA,4.6,19.1
AO_1454_P188_60,13,31,53.7,NA,4.9,10.6
AO_1454_P188_60,31,60,53.5,NA,5,5.6
AO_1454_P188_60,60,102,53.3,NA,5.3,3.8
AO_1454_P188_60,102,150,54.8,NA,5.1,NA
AO_1454_P188_60,150,200,53.3,NA,5.1,NA
AO_1454_P189c_60,0,8,96.2,NA,6.4,3.1
AO_1454_P189c_60,8,25,98.4,NA,5.5,2.4
AO_1454_P189c_60,25,48,98,NA,5.2,1.7
AO_1454_P189c_60,48,68,93.5,NA,5.1,2.2
AO_1454_P189c_60,68,103,93.3,NA,5.4,NA
AO_1454_P189c_60,103,136,93.2,NA,5,NA
AO_1454_P189c_60,136,180,91.2,NA,5.2,NA
AO_1454_P19_60,0,7,91.2,NA,5.4,10.3
AO_1454_P19_60,7,17,91.2,NA,5.2,6.1
AO_1454_P19_60,17,45,92.8,NA,5.4,4.7
AO_1454_P19_60,45,70,92.9,NA,6,3.7
AO_1454_P19_60,70,95,92.2,NA,5.7,NA
AO_1454_P19_60,95,135,91.4,NA,5.6,NA
AO_1454_P19_60,135,180,90.2,NA,5.8,NA
AO_1454_P192c_60,0,11,81.5,NA,5,16.8
AO_1454_P192c_60,11,35,79.3,NA,4.5,4.1
AO_1454_P192c_60,35,62,69.3,NA,4.4,3.3
AO_1454_P192c_60,62,93,63.5,NA,4.2,2.6
AO_1454_P192c_60,93,130,68.6,NA,4.2,1.8
AO_1454_P192c_60,130,170,67.1,NA,4.3,1.8
AO_1454_P195_60,0,12,59.4,NA,4.9,15.7
AO_1454_P195_60,12,27,46.4,NA,4.9,11.4
AO_1454_P195_60,27,51,43.7,NA,4.9,7.2
AO_1454_P195_60,51,85,43.4,NA,5.1,5.6
AO_1454_P195c_60,0,5,82.8,NA,6,14.4
AO_1454_P195c_60,5,25,81.2,NA,5.2,10.3
AO_1454_P195c_60,25,46,78.9,NA,5.1,9.3
AO_1454_P195c_60,46,78,78.7,NA,5.3,6.5
AO_1454_P195c_60,78,100,77,NA,5,3.3
AO_1454_P195c_60,100,139,76.2,NA,4.8,NA
AO_1454_P195c_60,139,170,75,NA,4.7,NA
AO_1454_P198_60,0,9,33.6,NA,5.2,20.8
AO_1454_P198_60,9,32,31.3,NA,5.2,11.4
AO_1454_P198_60,32,72,30.5,NA,5.3,6.9
AO_1454_P198_60,72,118,25.1,NA,5.1,4.6
AO_1454_P198_60,118,165,25.7,NA,5.1,NA
AO_1454_P20_60,0,13,87.2,NA,4.9,12.9
AO_1454_P20_60,13,33,86.4,NA,4.9,7.2
AO_1454_P20_60,33,55,84.2,NA,5.2,5.4
AO_1454_P20_60,55,87,82.6,NA,5,4.3
AO_1454_P20_60,87,123,81.2,NA,5,NA
AO_1454_P20_60,123,155,82,NA,5.1,NA
AO_1454_P200_60,0,12,28.1,NA,4.9,20
AO_1454_P200_60,12,32,21.8,NA,5.1,12.7
AO_1454_P200_60,32,68,21.3,NA,5.4,9.1
AO_1454_P200_60,68,113,18.2,NA,5.2,5.9
AO_1454_P200_60,113,155,17.8,NA,5.2,NA
AO_1454_P202c_60,0,9,68.5,NA,6.5,16.1
AO_1454_P202c_60,9,48,70.5,NA,6,5.7
AO_1454_P202c_60,48,91,65.1,NA,6.1,2.3
AO_1454_P202c_60,91,125,62.5,NA,6.1,NA
AO_1454_P202c_60,125,160,62.8,NA,6.2,NA
AO_1454_P203c_60,0,13,80.2,NA,6.6,13.8
AO_1454_P203c_60,13,39,74.3,NA,6.4,6.8
AO_1454_P203c_60,39,85,57.2,NA,6,3.4
AO_1454_P203c_60,85,126,60.4,NA,6.1,NA
AO_1454_P203c_60,126,165,56.4,NA,6.3,NA
AO_1454_P206c_60,0,10,85.1,NA,6.6,11.2
AO_1454_P206c_60,10,25,85.9,NA,6.3,5.4
AO_1454_P206c_60,25,42,65.4,NA,5.5,7.9
AO_1454_P206c_60,42,79,65.8,NA,5.5,2.7
AO_1454_P206c_60,79,124,68.3,NA,5.5,NA
